study,dataset,method,k,feature_idx,selection_count,selection_rate,is_informative
false_feature_diffusion,easy_shuffled_classification,cif_all,10,78,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,79,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,80,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,81,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,82,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,83,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,84,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,85,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,86,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,87,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,88,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,89,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,90,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,91,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,92,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,93,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,94,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,95,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,96,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,97,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,98,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,cif_all,10,99,4,1.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,0,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,1,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,2,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,3,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,4,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,5,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,6,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,7,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,8,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,9,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,10,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,11,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,2,12,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,13,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,14,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,15,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,16,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,17,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,18,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,19,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,20,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,21,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,22,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,23,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,24,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,25,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,26,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,2,27,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,28,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,29,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,30,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,31,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,32,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,33,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,34,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,35,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,36,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,37,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,38,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,39,4,1.0,1
false_feature_diffusion,easy_shuffled_classification,rf,2,40,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,41,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,42,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,43,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,44,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,45,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,46,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,47,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,48,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,49,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,50,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,51,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,52,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,53,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,54,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,55,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,56,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,57,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,58,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,59,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,60,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,61,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,62,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,63,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,64,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,65,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,66,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,67,0,0.0,1
false_feature_diffusion,easy_shuffled_classification,rf,2,68,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,69,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,70,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,71,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,72,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,73,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,74,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,2,75,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,76,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,77,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,78,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,79,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,80,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,81,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,82,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,83,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,84,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,85,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,86,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,87,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,88,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,89,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,90,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,91,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,92,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,93,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,94,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,95,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,96,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,97,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,98,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,2,99,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,0,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,1,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,2,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,3,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,4,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,5,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,6,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,7,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,8,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,9,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,10,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,11,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,12,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,13,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,14,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,15,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,16,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,17,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,18,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,19,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,20,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,21,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,22,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,23,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,24,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,25,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,26,2,0.5,0
false_feature_diffusion,easy_shuffled_classification,rf,10,27,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,28,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,29,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,30,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,31,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,32,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,33,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,34,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,35,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,36,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,37,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,38,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,39,4,1.0,1
false_feature_diffusion,easy_shuffled_classification,rf,10,40,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,41,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,42,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,43,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,44,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,45,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,46,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,47,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,48,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,49,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,50,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,51,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,52,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,53,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,54,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,55,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,56,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,57,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,58,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,59,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,60,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,61,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,62,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,63,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,64,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,65,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,66,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,67,3,0.75,1
false_feature_diffusion,easy_shuffled_classification,rf,10,68,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,69,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,70,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,71,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,72,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,73,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,74,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,75,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,76,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,77,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,78,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,79,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,80,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,81,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,82,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,83,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,84,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,85,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,86,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,87,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,88,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,89,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,90,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,91,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,92,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,93,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,94,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,rf,10,95,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,96,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,97,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,98,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,rf,10,99,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,et,2,0,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,1,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,et,2,2,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,3,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,4,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,5,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,6,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,7,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,8,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,9,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,10,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,11,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,12,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,13,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,14,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,15,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,16,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,17,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,18,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,19,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,20,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,et,2,21,1,0.25,0
false_feature_diffusion,easy_shuffled_classification,et,2,22,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,23,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,24,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,25,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,26,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,27,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,28,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,29,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,30,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,31,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,32,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,33,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,34,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,35,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,36,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,37,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,38,0,0.0,0
false_feature_diffusion,easy_shuffled_classification,et,2,39,4,1.0,1
false_feature_diffusion,easy_shuffled_classification,et,2,40,0,0.0,0
